Id,OrderDate,CustomerId,TotalAmount,OrderNumber
648,"2014-02-18",20,6379.40,"543025"
649,"2014-02-19",50,750.50,"543026"
650,"2014-02-19",37,10835.24,"543027"
651,"2014-02-20",54,30.00,"543028"
652,"2014-02-20",46,144.00,"543029"
653,"2014-02-20",88,45.00,"543030"
654,"2014-02-23",35,934.50,"543031"
655,"2014-02-23",24,1015.80,"543032"
656,"2014-02-24",34,932.05,"543033"
657,"2014-02-24",89,1924.25,"543034"
658,"2014-02-24",88,360.00,"543035"
659,"2014-02-25",91,427.50,"543036"
660,"2014-02-25",74,108.50,"543037"
661,"2014-02-26",66,698.00,"543038"
662,"2014-02-26",70,670.00,"543039"
663,"2014-02-26",90,452.90,"543040"
664,"2014-02-26",30,858.00,"543041"
665,"2014-02-26",37,8267.40,"543042"
666,"2014-02-26",62,958.75,"543043"
667,"2014-02-27",62,537.50,"543044"
668,"2014-02-27",80,539.50,"543045"
669,"2014-02-27",64,686.70,"543046"
670,"2014-03-02",69,365.89,"543047"
671,"2014-03-02",10,1930.00,"543048"
672,"2014-03-02",47,1122.80,"543049"
673,"2014-03-03",4,390.00,"543050"
674,"2014-03-03",83,1936.00,"543051"
675,"2014-03-03",34,742.50,"543052"
676,"2014-03-03",41,936.00,"543053"
677,"2014-03-04",5,2034.50,"543054"
678,"2014-03-04",34,559.00,"543055"
679,"2014-03-04",2,514.40,"543056"
680,"2014-03-05",40,800.00,"543057"
681,"2014-03-05",29,137.50,"543058"
682,"2014-03-05",25,1174.75,"543059"
683,"2014-03-06",76,2455.00,"543060"
684,"2014-03-06",68,837.00,"543061"
685,"2014-03-06",9,1925.50,"543062"
686,"2014-03-06",38,920.60,"543063"
687,"2014-03-09",44,500.00,"543064"
688,"2014-03-09",88,700.00,"543065"
689,"2014-03-09",32,570.00,"543066"
690,"2014-03-10",12,644.80,"543067"
691,"2014-03-10",63,3642.50,"543068"
692,"2014-03-10",49,750.00,"543069"
693,"2014-03-11",9,360.00,"543070"
694,"2014-03-11",71,4769.00,"543071"
695,"2014-03-11",66,560.00,"543072"
696,"2014-03-11",11,711.00,"543073"
697,"2014-03-12",10,1139.10,"543074"
698,"2014-03-12",52,245.00,"543075"
699,"2014-03-12",83,1407.50,"543076"
700,"2014-03-13",11,220.00,"543077"
701,"2014-03-13",30,2362.25,"543078"
702,"2014-03-13",10,4422.00,"543079"
703,"2014-03-16",49,110.00,"543080"
704,"2014-03-16",68,482.90,"543081"
705,"2014-03-16",1,491.20,"543082"
706,"2014-03-16",4,4675.00,"543083"
707,"2014-03-17",47,1902.10,"543084"
708,"2014-03-17",24,93.00,"543085"
709,"2014-03-17",6,677.00,"543086"
710,"2014-03-18",35,1762.70,"543087"
711,"2014-03-18",54,781.00,"543088"
712,"2014-03-18",31,155.00,"543089"
713,"2014-03-19",35,276.60,"543090"
714,"2014-03-19",62,1122.00,"543091"
715,"2014-03-19",63,3584.00,"543092"
716,"2014-03-19",28,68.00,"543093"
717,"2014-03-20",74,2052.50,"543094"
718,"2014-03-20",55,848.00,"543095"
719,"2014-03-20",14,1255.60,"543096"
720,"2014-03-23",79,910.40,"543097"
721,"2014-03-23",20,1408.00,"543098"
722,"2014-03-23",15,108.00,"543099"
723,"2014-03-24",8,280.00,"543100"
724,"2014-03-24",26,1733.06,"543101"
725,"2014-03-24",40,251.50,"543102"
726,"2014-03-24",40,291.55,"543103"
727,"2014-03-25",75,439.00,"543104"
728,"2014-03-25",10,717.50,"543105"
729,"2014-03-25",35,912.00,"543106"
730,"2014-03-26",24,2233.00,"543107"
731,"2014-03-26",50,1500.70,"543108"
732,"2014-03-26",20,4813.50,"543109"
733,"2014-03-27",24,310.00,"543110"
734,"2014-03-27",34,15810.00,"543111"
735,"2014-03-27",10,1014.00,"543112"
736,"2014-03-27",71,796.50,"543113"
737,"2014-03-30",71,1809.75,"543114"
738,"2014-03-30",37,2248.20,"543115"
739,"2014-03-30",54,2220.00,"543116"
740,"2014-03-31",19,2772.00,"543117"
741,"2014-03-31",65,3772.00,"543118"
742,"2014-03-31",61,1353.60,"543119"
743,"2014-04-01",20,4931.00,"543120"
744,"2014-04-01",63,2870.00,"543121"
745,"2014-04-01",77,69.60,"543122"
746,"2014-04-01",24,6527.25,"543123"
747,"2014-04-02",83,990.00,"543124"
748,"2014-04-02",58,1196.00,"543125"
749,"2014-04-02",63,560.00,"543126"
750,"2014-04-03",46,1980.00,"543127"
751,"2014-04-03",91,686.00,"543128"
752,"2014-04-03",56,1261.00,"543129"
753,"2014-04-06",65,1075.00,"543130"
754,"2014-04-06",24,2769.00,"543131"
755,"2014-04-06",71,1902.00,"543132"
756,"2014-04-06",78,326.00,"543133"
757,"2014-04-07",50,295.38,"543134"
758,"2014-04-07",90,586.00,"543135"
759,"2014-04-07",32,391.58,"543136"
760,"2014-04-08",60,2633.90,"543137"
761,"2014-04-08",20,4903.50,"543138"
762,"2014-04-08",30,702.00,"543139"
763,"2014-04-09",66,645.00,"543140"
764,"2014-04-09",1,960.00,"543141"
765,"2014-04-09",25,2974.00,"543142"
766,"2014-04-09",69,361.00,"543143"
767,"2014-04-10",47,270.20,"543144"
768,"2014-04-10",70,622.35,"543145"
769,"2014-04-10",4,491.50,"543146"
770,"2014-04-13",20,6750.00,"543147"
771,"2014-04-13",48,1575.00,"543148"
772,"2014-04-13",64,76.00,"543149"
773,"2014-04-14",56,744.00,"543150"
774,"2014-04-14",63,6941.49,"543151"
775,"2014-04-14",34,1402.00,"543152"
776,"2014-04-14",11,1500.00,"543153"
777,"2014-04-15",19,1966.81,"543154"
778,"2014-04-15",87,300.00,"543155"
779,"2014-04-15",27,1030.00,"543156"
780,"2014-04-16",10,1170.30,"543157"
781,"2014-04-16",39,2160.00,"543158"
782,"2014-04-16",14,1286.80,"543159"
783,"2014-04-17",71,16321.90,"543160"
784,"2014-04-17",71,2393.50,"543161"
785,"2014-04-17",89,8902.50,"543162"
786,"2014-04-17",68,3592.00,"543163"
787,"2014-04-20",55,554.40,"543164"
788,"2014-04-20",76,1754.50,"543165"
789,"2014-04-20",17,1692.00,"543166"
790,"2014-04-21",30,60.00,"543167"
791,"2014-04-21",76,751.00,"543168"
792,"2014-04-21",47,3090.00,"543169"
793,"2014-04-22",32,200.00,"543170"
794,"2014-04-22",14,1887.00,"543171"
795,"2014-04-22",15,405.75,"543172"
796,"2014-04-22",74,210.00,"543173"
797,"2014-04-23",91,591.60,"543174"
798,"2014-04-23",10,1309.50,"543175"
799,"2014-04-23",86,1564.00,"543176"
800,"2014-04-24",19,1090.50,"543177"
801,"2014-04-24",10,525.00,"543178"
802,"2014-04-24",31,342.00,"543179"
803,"2014-04-27",24,900.00,"543180"
804,"2014-04-27",41,45.00,"543181"
805,"2014-04-27",34,1665.00,"543182"
806,"2014-04-27",59,3658.75,"543183"
807,"2014-04-28",12,305.00,"543184"
808,"2014-04-28",35,1727.50,"543185"
809,"2014-04-28",19,3740.00,"543186"
810,"2014-04-29",53,45.00,"543187"
811,"2014-04-29",6,858.00,"543188"
812,"2014-04-29",67,1838.00,"543189"
813,"2014-04-30",27,266.00,"543190"
814,"2014-04-30",32,510.00,"543191"
815,"2014-04-30",66,508.00,"543192"
816,"2014-04-30",37,1445.50,"543193"
817,"2014-05-01",71,4722.30,"543194"
818,"2014-05-01",46,252.56,"543195"
819,"2014-05-01",89,928.75,"543196"
820,"2014-05-04",17,86.85,"543197"
821,"2014-05-04",62,2384.80,"543198"
822,"2014-05-04",80,360.00,"543199"
823,"2014-05-05",44,1873.50,"543200"
824,"2014-05-05",46,510.00,"543201"
825,"2014-05-05",20,5218.00,"543202"
826,"2014-05-05",58,300.00,"543203"
827,"2014-05-06",73,244.30,"543204"
828,"2014-05-06",68,586.00,"543205"
829,"2014-05-06",9,1057.00,"543206"
830,"2014-05-06",65,1374.60,"543207")
