Id,OrderId,ProductId,UnitPrice,Quantity
240,90,37,20.80,28
241,90,72,27.80,25
242,91,17,31.20,20
243,91,30,20.70,15
244,92,4,17.60,10
245,92,17,31.20,70
246,92,62,39.40,28
247,93,18,50.00,20
248,93,41,7.70,12
249,93,43,36.80,40
250,94,33,2.00,8
251,94,59,44.00,9
252,95,2,15.20,24
253,95,31,10.00,56
254,95,36,15.20,40
255,95,55,19.20,40
256,96,64,26.60,50
257,96,68,10.00,4
258,96,76,14.40,15
259,97,4,17.60,35
260,97,8,32.00,70
261,98,8,32.00,70
262,98,19,7.30,80
263,98,42,11.20,9
264,99,17,31.20,36
265,99,56,30.40,20
266,100,25,11.20,10
267,100,39,14.40,50
268,100,40,14.70,4
269,100,75,6.20,6
270,101,1,14.40,15
271,101,23,7.20,25
272,102,54,5.90,24
273,103,50,13.00,15
274,103,69,28.80,18
275,104,38,210.80,20
276,104,41,7.70,13
277,104,44,15.50,77
278,104,65,16.80,10
279,105,24,3.60,10
280,105,54,5.90,20
281,106,11,16.80,12
282,106,38,210.80,50
283,107,1,14.40,12
284,107,29,99.00,4
285,108,24,3.60,25
286,108,57,15.60,25
287,109,31,10.00,30
288,109,55,19.20,12
289,109,69,28.80,20
290,110,10,24.80,30
291,110,26,24.90,16
292,110,60,27.20,8
293,111,24,3.60,10
294,111,34,11.20,10
295,111,36,15.20,20
296,112,16,13.90,56
297,112,31,10.00,70
298,112,60,27.20,80
299,113,28,36.40,30
300,113,29,99.00,35
301,113,38,210.80,10
302,113,49,16.00,35
303,113,54,5.90,28
304,114,39,14.40,54
305,114,60,27.20,55
306,115,25,11.20,50
307,115,51,42.40,20
308,115,54,5.90,24
309,116,31,10.00,20
310,116,75,6.20,12
311,116,76,14.40,12
312,117,69,28.80,30
313,117,71,17.20,5
314,118,11,16.80,24
315,119,65,16.80,5
316,119,77,10.40,5
317,120,34,11.20,36
318,120,54,5.90,18
319,120,65,16.80,15
320,120,77,10.40,7
321,121,21,8.00,5
322,121,28,36.40,13
323,121,57,15.60,25
324,121,64,26.60,35
325,122,29,99.00,20
326,122,56,30.40,18
327,123,1,14.40,15
328,123,64,26.60,30
329,123,74,8.00,20
330,124,36,15.20,6
331,125,20,64.80,12
332,125,38,210.80,40
333,125,60,27.20,70
334,125,72,27.80,42
335,126,58,10.60,80
336,126,71,17.20,50
337,127,31,10.00,30
338,127,58,10.60,15
339,128,14,18.60,15
340,128,54,5.90,10
341,129,31,10.00,42
342,130,28,36.40,20
343,130,39,14.40,20
344,131,71,17.20,6
345,132,41,7.70,8
346,132,63,35.10,16
347,132,65,16.80,20
348,133,30,20.70,18
349,133,53,26.20,20
350,133,60,27.20,6
351,133,70,12.00,30
352,134,74,8.00,14
353,135,5,17.00,32
354,135,18,50.00,9
355,135,29,99.00,14
356,135,33,2.00,60
357,135,74,8.00,50
358,136,13,4.80,20
359,136,50,13.00,15
360,136,56,30.40,20
361,137,20,64.80,28
362,137,60,27.20,15
363,138,7,24.00,10
364,138,60,27.20,20
365,138,68,10.00,8
366,139,24,3.60,15
367,139,34,11.20,10
368,140,24,3.60,15
369,140,28,36.40,6
370,140,59,44.00,12
371,140,71,17.20,15
372,141,45,7.60,15
373,141,52,5.60,20
374,141,53,26.20,40
375,142,10,24.80,16
376,142,55,19.20,15
377,142,62,39.40,20
378,142,70,12.00,30
379,143,31,10.00,60
380,143,35,14.40,40
381,143,46,9.60,45
382,143,72,27.80,24
383,144,13,4.80,18
384,145,69,28.80,50
385,146,2,15.20,25
386,146,14,18.60,42
387,146,25,11.20,7
388,146,26,24.90,70
389,146,31,10.00,32
390,147,13,4.80,10
391,147,62,39.40,10
392,148,46,9.60,28
393,148,53,26.20,70
394,148,69,28.80,8
395,149,23,7.20,40
396,149,71,17.20,60
397,149,72,27.80,21
398,150,21,8.00,10
399,150,51,42.40,18
400,151,35,14.40,30
401,151,55,19.20,120
402,152,68,10.00,60
403,152,71,17.20,30
404,152,76,14.40,35
405,152,77,10.40,14
406,153,29,99.00,21
407,153,35,14.40,35
408,153,49,16.00,30
409,154,30,20.70,18
410,154,56,30.40,70
411,154,65,16.80,20
412,154,71,17.20,60
413,155,23,7.20,60
414,155,63,35.10,65
415,156,16,13.90,21
416,156,48,10.20,70
417,157,26,24.90,30
418,157,42,11.20,40
419,157,49,16.00,30
420,158,3,8.00,50
421,159,1,14.40,10
422,159,21,8.00,30
423,159,28,36.40,42
424,159,36,15.20,5
425,159,40,14.70,2
426,160,11,16.80,30
427,160,69,28.80,15
428,160,71,17.20,15
429,161,37,20.80,10
430,161,54,5.90,6
431,161,62,39.40,35
432,162,14,18.60,12
433,162,21,8.00,12
434,163,33,2.00,49
435,163,59,44.00,16
436,164,41,7.70,25
437,164,44,15.50,40
438,164,59,44.00,9
439,165,14,18.60,20
440,166,1,14.40,24
441,166,62,39.40,40
442,166,76,14.40,14
443,167,19,7.30,18
444,167,33,2.00,50
445,168,17,31.20,2
446,168,33,2.00,20
447,169,19,7.30,20
448,169,53,26.20,10
449,169,57,15.60,20
450,170,38,210.80,50
451,170,46,9.60,2
452,170,68,10.00,36
453,170,77,10.40,35
454,171,2,15.20,60
455,171,47,7.60,55
456,171,61,22.80,16
457,171,74,8.00,15
458,172,60,27.20,60
459,172,69,28.80,20
460,173,9,77.60,20
461,173,13,4.80,2
462,173,70,12.00,8
463,173,73,12.00,20
464,174,19,7.30,4
465,174,26,24.90,30
466,174,53,26.20,15
467,174,77,10.40,10
468,175,26,24.90,2
469,176,31,10.00,14
470,176,59,44.00,20
471,177,35,14.40,60
472,177,38,210.80,49
473,177,68,10.00,30
474,178,55,19.20,10
475,178,76,14.40,20
476,179,56,30.40,5
477,179,64,26.60,7
478,180,14,18.60,35
479,181,46,9.60,20
480,182,50,13.00,40
481,182,63,35.10,35
482,183,17,31.20,45
483,183,21,8.00,50
484,183,56,30.40,30
485,183,59,44.00,70
486,184,17,31.20,50
487,184,40,14.70,50
488,184,47,7.60,30
489,185,26,24.90,10
490,185,54,5.90,40
491,186,56,30.40,28
492,187,11,16.80,6
493,187,76,14.40,18
494,188,2,15.20,10
495,188,22,16.80,12
496,188,72,27.80,10
497,189,46,9.60,5
498,189,56,30.40,40
499,189,64,26.60,30
500,189,75,6.20,24
501,190,53,26.20,15
502,191,19,7.30,15
503,191,34,11.20,20
504,191,57,15.60,15
505,192,12,30.40,15
506,192,16,13.90,16
507,192,64,26.60,6
508,192,74,8.00,30
509,193,2,15.20,45
510,193,16,13.90,49
511,193,29,99.00,24
512,193,61,22.80,90
513,194,27,35.10,50
514,195,11,16.80,30
515,195,54,5.90,80
516,195,66,13.60,60
517,196,11,16.80,6
518,196,28,36.40,12
519,197,17,31.20,10
520,197,26,24.90,15
521,197,35,14.40,8
522,197,41,7.70,30
523,198,39,14.40,6
524,198,54,5.90,15
525,199,19,7.30,12
526,199,24,3.60,20
527,199,31,10.00,3
528,199,52,5.60,15
529,200,19,7.30,40
530,200,65,16.80,35
531,200,71,17.20,2
532,201,26,24.90,6
533,201,40,14.70,20
534,202,10,24.80,14
535,202,52,5.60,20
536,202,62,39.40,35
537,203,10,24.80,20
538,203,54,5.90,6
539,204,55,19.20,120
540,204,64,26.60,35
541,204,65,16.80,28
542,204,77,10.40,55
543,205,28,36.40,15
544,205,44,15.50,100
545,206,48,10.20,15
546,206,70,12.00,25
547,207,16,13.90,20
548,207,33,2.00,20
549,207,46,9.60,10
550,208,39,14.40,20
551,208,53,26.20,50
552,208,61,22.80,25
553,208,71,17.20,30
554,209,21,8.00,40
555,209,49,16.00,21
556,210,59,44.00,36
557,211,26,24.90,30
558,211,28,36.40,30
559,211,43,36.80,20
560,211,56,30.40,15
561,211,71,17.20,50
562,212,7,24.00,16
563,212,46,9.60,20
564,212,72,27.80,40
565,213,68,10.00,21
566,213,75,6.20,4
567,214,21,8.00,40
568,214,30,20.70,28
569,214,55,19.20,60
570,215,13,4.80,1
571,215,23,7.20,21
572,216,19,7.30,21
573,216,42,11.20,50
574,217,4,17.60,16
575,217,43,36.80,3
576,217,56,30.40,30
577,217,60,27.20,20
578,218,24,3.60,25
579,218,29,99.00,18
580,218,40,14.70,20
581,218,45,7.60,30
582,218,50,13.00,25
583,219,11,16.80,10
584,219,46,9.60,5
585,220,24,3.60,28
586,220,25,11.20,12
587,221,30,20.70,8
588,221,43,36.80,15
589,222,2,15.20,40
590,222,16,13.90,35
591,222,44,15.50,2
592,223,18,50.00,30
593,223,23,7.20,15
594,223,64,26.60,8
595,224,7,24.00,30
596,224,56,30.40,20
597,225,24,3.60,80
598,225,51,42.40,18
599,226,33,2.00,12
600,226,71,17.20,12
601,227,14,18.60,12
602,227,28,36.40,18
603,227,40,14.70,21
604,227,75,6.20,10
605,228,31,10.00,35
606,228,66,13.60,60
607,228,76,14.40,42
608,229,55,19.20,2
609,229,70,12.00,12
610,230,1,14.40,15
611,230,21,8.00,21
612,230,39,14.40,20
613,231,10,24.80,20
614,232,38,210.80,30
615,232,53,26.20,28
616,232,59,44.00,60
617,232,64,26.60,30
618,233,47,7.60,30
619,233,59,44.00,12
620,234,49,16.00,24
621,234,60,27.20,40
622,235,40,14.70,10
623,236,34,11.20,35
624,236,77,10.40,30
625,237,21,8.00,14
626,237,40,14.70,10
627,237,51,42.40,3
628,238,2,15.20,20
629,238,3,8.00,20
630,238,55,19.20,30
631,238,70,12.00,60
632,239,11,16.80,5
633,239,51,42.40,25
634,239,74,8.00,16
635,240,19,7.30,5
636,240,26,24.90,30
637,240,54,5.90,24
638,241,59,44.00,30
639,241,73,12.00,20
640,242,11,16.80,15
641,242,16,13.90,18
642,243,59,44.00,60
643,243,68,10.00,30
644,243,75,6.20,36
645,244,44,15.50,15
646,244,77,10.40,7
647,245,25,11.20,60
648,245,42,11.20,20
649,246,65,16.80,15
650,246,66,13.60,10
651,246,69,28.80,10
652,247,56,30.40,30
653,248,23,7.20,10
654,248,41,7.70,20
655,248,77,10.40,5
656,249,31,10.00,20
657,250,56,30.40,14
658,250,72,27.80,25
659,250,77,10.40,25
660,251,24,4.50,14
661,251,40,18.40,5
662,251,42,14.00,30
663,252,28,45.60,20
664,252,49,20.00,25
665,253,15,15.50,12
666,253,28,45.60,8
667,254,54,7.45,20
668,255,45,9.50,21
669,255,53,32.80,6
670,255,67,14.00,30
671,256,14,23.25,70
672,256,65,21.05,20
673,257,2,19.00,12
674,257,21,10.00,12
675,257,53,32.80,10
676,257,61,28.50,25
677,258,62,49.30,3
678,259,25,14.00,18
679,259,70,15.00,14
680,260,43,46.00,15
681,260,48,12.75,15
682,261,13,6.00,10
683,261,39,18.00,10
684,262,28,45.60,3
685,263,29,123.79,36
686,263,75,7.75,36
687,264,4,22.00,50
688,264,7,30.00,50
689,264,8,40.00,10
690,265,24,4.50,10
691,265,46,12.00,9
692,265,47,9.50,6
693,265,60,34.00,12
694,266,21,10.00,40
695,266,32,32.00,50
696,266,61,28.50,15
697,267,20,81.00,39
698,267,28,45.60,35
699,267,56,38.00,70
700,267,65,21.05,39
701,267,75,7.75,50
702,268,9,97.00,16
703,268,16,17.45,50
704,268,27,43.90,120
705,268,33,2.50,16
706,268,60,34.00,84
707,269,18,62.50,25
708,269,41,9.65,80
709,269,42,14.00,20
710,270,52,7.00,6
711,270,59,55.00,4
712,270,70,15.00,6
713,271,24,4.50,5
714,271,38,263.50,15
715,271,44,19.45,9
716,272,10,31.00,16
717,272,56,38.00,40
718,272,60,34.00,10
719,273,24,4.50,8
720,273,53,32.80,5
721,274,35,18.00,3
722,274,41,9.65,10
723,274,68,12.50,6
724,275,1,18.00,40
725,275,8,40.00,24
726,275,30,25.89,20
727,275,40,18.40,25
728,276,17,39.00,25
729,276,20,81.00,15
730,276,37,26.00,18
731,276,41,9.65,6
732,277,10,31.00,2
733,277,30,25.89,10
734,277,43,46.00,60
735,277,54,7.45,15
736,278,36,19.00,30
737,278,40,18.40,15
738,279,1,18.00,8
739,279,13,6.00,10
740,279,56,38.00,30
741,280,4,22.00,50
742,280,36,19.00,30
743,281,11,21.00,3
744,281,33,2.50,8
745,281,72,34.80,9
746,282,55,24.00,14
747,282,68,12.50,20
748,282,69,36.00,10
749,283,17,39.00,40
750,283,43,46.00,25
751,283,61,28.50,20
752,283,76,18.00,50
753,284,59,55.00,2
754,285,30,25.89,15
755,285,66,17.00,24
756,286,4,22.00,50
757,286,72,34.80,24
758,286,73,15.00,24
759,287,30,25.89,10
760,287,40,18.40,10
761,287,54,7.45,10
762,288,11,21.00,50
763,288,40,18.40,10
764,288,57,19.50,5
765,288,59,55.00,15
766,289,12,38.00,15
767,289,31,12.50,20
768,289,33,2.50,30
769,289,60,34.00,35
770,290,31,12.50,30
771,290,51,53.00,6
772,290,58,13.25,20
773,290,72,34.80,21
774,290,73,15.00,9
775,291,70,15.00,7
776,291,72,34.80,1
777,292,13,6.00,8
778,292,21,10.00,15
779,292,33,2.50,15
780,292,49,20.00,6
781,293,3,10.00,60
782,293,26,31.23,40
783,293,38,263.50,30
784,293,68,12.50,35
785,294,24,4.50,35
786,294,38,263.50,4
787,294,65,21.05,36
788,294,71,21.50,9
789,295,11,21.00,15
790,295,54,7.45,24
791,296,12,38.00,30
792,296,23,9.00,70
793,297,28,45.60,7
794,297,67,14.00,7
795,298,11,21.00,10
796,299,7,30.00,10
797,299,35,18.00,30
798,299,62,49.30,40
799,300,32,32.00,24
800,300,36,19.00,60
801,301,34,14.00,10
802,301,41,9.65,14
803,302,31,12.50,55
804,302,45,9.50,100
805,302,51,53.00,48
806,303,17,39.00,8
807,303,19,9.20,10
808,303,21,10.00,6
809,303,61,28.50,10
810,304,16,17.45,40
811,304,35,18.00,20
812,304,44,19.45,40
813,305,69,36.00,18
814,305,75,7.75,30
815,306,11,21.00,15
816,306,16,17.45,14
817,306,22,21.00,24
818,306,31,12.50,30
819,306,35,18.00,6
820,307,16,17.45,30
821,307,23,9.00,20
822,307,62,49.30,20
823,307,77,13.00,10
824,308,14,23.25,30
825,308,19,9.20,35
826,308,24,4.50,18
827,308,51,53.00,20
828,308,56,38.00,40
829,309,72,34.80,24
830,310,64,33.25,30
831,310,75,7.75,20
832,311,47,9.50,25
833,311,51,53.00,20
834,311,52,7.00,30
835,311,53,32.80,18
836,311,73,15.00,3
837,312,41,9.65,12
838,312,55,24.00,18
839,313,30,25.89,20
840,313,62,49.30,15
841,314,44,19.45,10
842,314,51,53.00,50
843,315,33,2.50,20
844,315,62,49.30,10
845,316,36,19.00,25
846,316,52,7.00,70
847,317,17,39.00,16
848,317,31,12.50,6
849,317,55,24.00,25
850,318,24,4.50,25
851,318,64,33.25,18
852,319,11,21.00,35
853,319,18,62.50,18
854,319,76,18.00,10
855,320,31,12.50,60
856,320,51,53.00,3
857,320,59,55.00,40
858,321,10,31.00,5
859,322,31,12.50,35
860,322,76,18.00,30
861,323,11,21.00,15
862,323,56,38.00,60
863,324,14,23.25,11
864,324,42,14.00,28
865,325,16,17.45,12
866,325,32,32.00,10
867,325,40,18.40,50
868,325,75,7.75,15
869,326,17,39.00,18
870,326,34,14.00,40
871,326,53,32.80,25
872,327,33,2.50,14
873,327,40,18.40,2
874,327,62,49.30,10
875,327,64,33.25,6
876,328,59,55.00,12
877,328,63,43.90,6
878,328,72,34.80,30
879,328,76,18.00,10
880,329,1,18.00,10
881,329,31,12.50,20
882,329,44,19.45,21
883,330,39,18.00,10
884,330,75,7.75,20
885,330,77,13.00,18
886,331,35,18.00,20
887,331,57,19.50,6
888,332,15,15.50,10
889,332,75,7.75,21
890,333,14,23.25,15
891,333,41,9.65,9
892,333,65,21.05,30
893,334,75,7.75,50
894,335,57,19.50,4
895,335,76,18.00,14
896,336,29,123.79,10
897,336,60,34.00,24
898,336,69,36.00,10
899,337,31,12.50,50
900,338,47,9.50,15
901,339,52,7.00,4
902,340,26,31.23,6
903,340,35,18.00,20
904,340,77,13.00,20
905,341,18,62.50,40
906,341,42,14.00,100
907,342,35,18.00,4
908,343,1,18.00,20
909,343,77,13.00,60
910,344,3,10.00,14
911,344,7,30.00,10
912,344,54,7.45,50
913,345,15,15.50,25
914,345,26,31.23,5
915,346,20,81.00,21
916,346,69,36.00,20
917,346,76,18.00,4
918,347,52,7.00,24
919,347,58,13.25,30
920,348,35,18.00,30
921,348,61,28.50,120
922,348,69,36.00,65
923,349,56,38.00,5
924,349,63,43.90,24
925,349,75,7.75,30
926,350,24,4.50,35
927,350,57,19.50,20
928,350,65,21.05,12
929,351,27,43.90,50
930,351,71,21.50,9
931,352,62,49.30,10
932,353,54,7.45,4
933,353,73,15.00,30
934,354,13,6.00,60
935,354,59,55.00,35
936,355,77,13.00,5
937,356,22,21.00,48
938,356,49,20.00,25
939,357,48,12.75,6
940,357,76,18.00,10
941,358,16,17.45,30
942,358,59,55.00,20
943,358,60,34.00,70
944,358,71,21.50,15
945,359,4,22.00,20
946,359,55,24.00,20
947,359,62,49.30,10
948,360,7,30.00,45
949,360,17,39.00,100
950,360,33,2.50,14
951,360,40,18.40,42
952,360,72,34.80,12
953,361,56,38.00,28
954,362,1,18.00,3
955,362,10,31.00,10
956,362,21,10.00,6
957,363,36,19.00,21
958,364,1,18.00,6
959,364,2,19.00,10
960,364,60,34.00,15
961,365,10,31.00,70
962,365,36,19.00,55
963,365,49,20.00,18
964,365,60,34.00,40
965,365,76,18.00,80
966,366,13,6.00,8
967,366,75,7.75,40
968,367,11,21.00,14
969,367,21,10.00,8
970,367,39,18.00,5
971,368,55,24.00,5
972,369,38,263.50,15
973,369,56,38.00,14
974,369,70,15.00,15
975,369,71,21.50,15
976,370,59,55.00,30
977,371,6,25.00,70
978,371,56,38.00,20
979,371,68,12.50,15
980,372,21,10.00,42
981,372,22,21.00,40
982,373,24,4.50,5
983,373,52,7.00,5
984,374,19,9.20,5
985,374,23,9.00,10
986,374,70,15.00,20
987,374,71,21.50,15
988,375,2,19.00,20
989,375,68,12.50,18
990,376,14,23.25,21
991,376,19,9.20,15
992,376,21,10.00,25
993,376,24,4.50,3
994,376,35,18.00,30
995,377,28,45.60,10
996,377,29,123.79,6
997,377,44,19.45,10
998,378,14,23.25,3
999,378,42,14.00,5
1000,378,60,34.00,10
1001,379,53,32.80,12
1002,379,60,34.00,20
1003,379,71,21.50,20
1004,380,62,49.30,15
1005,380,73,15.00,35
1006,381,1,18.00,25
1007,382,29,123.79,20
1008,382,64,33.25,9
1009,383,55,24.00,12
1010,383,76,18.00,35
1011,384,75,7.75,8
1012,385,2,19.00,30
1013,385,33,2.50,20
1014,386,12,38.00,36
1015,386,13,6.00,13
1016,386,26,31.23,35
1017,386,62,49.30,80
1018,387,7,30.00,35
1019,387,18,62.50,50
1020,387,51,53.00,15
1021,387,75,7.75,2
1022,388,4,22.00,10
1023,388,5,21.35,15
1024,388,22,21.00,40
1025,389,4,22.00,25
1026,389,58,13.25,6
1027,390,11,21.00,10
1028,390,50,16.25,25
1029,390,56,38.00,60
1030,391,45,9.50,20
1031,391,65,21.05,21
1032,391,72,34.80,60
1033,392,18,62.50,8
1034,393,69,36.00,20
1035,393,70,15.00,15
1036,394,2,19.00,50
1037,394,40,18.40,60
1038,395,21,10.00,30
1039,395,61,28.50,20
1040,396,28,45.60,15
1041,396,39,18.00,21
1042,396,46,12.00,2
1043,397,18,62.50,4
1044,397,43,46.00,20
1045,397,46,12.00,21
1046,398,18,62.50,20
1047,398,36,19.00,15
1048,399,1,18.00,15
1049,399,10,31.00,18
1050,399,71,21.50,30
1051,399,77,13.00,35
1052,400,19,9.20,30
1053,400,39,18.00,20
1054,401,22,21.00,15
1055,401,24,4.50,15
1056,402,28,45.60,20
1057,402,72,34.80,15
1058,403,30,25.89,30
1059,403,53,32.80,25
1060,403,54,7.45,30
1061,404,19,9.20,12
1062,404,22,21.00,20
1063,405,30,25.89,2
1064,405,42,14.00,20
1065,406,16,17.45,30
1066,406,60,34.00,20
1067,407,4,22.00,12
1068,407,39,18.00,20
1069,407,54,7.45,6
1070,408,41,9.65,20
1071,409,14,23.25,3
1072,409,44,19.45,28
1073,409,47,9.50,6
1074,410,15,15.50,50
1075,410,41,9.65,24
1076,410,46,12.00,45
1077,410,47,9.50,10
1078,410,56,38.00,45
1079,410,60,34.00,30
1080,411,21,10.00,60
1081,411,40,18.40,70
1082,411,60,34.00,55
1083,411,77,13.00,70
1084,412,31,12.50,20
1085,412,40,18.40,24
1086,412,70,15.00,40
1087,413,20,81.00,21
1088,414,39,18.00,3
1089,414,58,13.25,49
1090,415,68,12.50,10
1091,416,40,18.40,30
1092,416,42,14.00,30
1093,416,51,53.00,20
1094,417,10,31.00,24
1095,417,56,38.00,12
1096,417,65,21.05,15
1097,418,51,53.00,20
1098,418,59,55.00,1
1099,418,76,18.00,10
1100,419,29,123.79,36
1101,419,65,21.05,10
1102,420,69,36.00,45
1103,420,71,21.50,14
1104,421,31,12.50,8
1105,421,55,24.00,4
1106,421,64,33.25,15
1107,422,36,19.00,30
1108,423,23,9.00,32
1109,423,46,12.00,60
1110,423,67,14.00,25
1111,423,73,15.00,50
1112,423,75,7.75,25
1113,424,16,17.45,10
1114,424,62,49.30,10
1115,424,65,21.05,12
1116,425,38,263.50,15
1117,425,71,21.50,12
1118,426,16,17.45,3
1119,426,42,14.00,6
1120,426,43,46.00,6
1121,427,23,9.00,5
1122,428,14,23.25,30
1123,428,53,32.80,10
1124,428,58,13.25,30
1125,429,10,31.00,2
1126,429,19,9.20,7
1127,429,44,19.45,21
1128,430,26,31.23,30
1129,430,33,2.50,8
1130,431,12,38.00,100
1131,431,33,2.50,30
1132,431,41,9.65,120
1133,431,54,7.45,30
1134,432,59,55.00,12
1135,433,16,17.45,50
1136,433,31,12.50,20
1137,433,42,14.00,40
1138,434,19,9.20,30
1139,434,21,10.00,12
1140,434,64,33.25,28
1141,435,33,2.50,30
1142,435,66,17.00,4
1143,435,75,7.75,30
1144,436,52,7.00,9
1145,437,40,18.40,20
1146,437,47,9.50,40
1147,437,60,34.00,30
1148,438,10,31.00,20
1149,438,41,9.65,4
